Comment,Sentiment
I miss this era,neutral
WTF ITS BEEN 2 YEARS ALREADY WHAT I JUST REMEMBER SEEING THE MOVIE AND THING,neutral
The best movie of 2021 came out at the very end,positive
It&#39;s been a year but still this trailer gives goosebumps ??ùß???ù,positive
Time flies,neutral
With no home comes no responsibilities.,neutral
"1 year ago, this trailer was released, canÉ??t believe this.",neutral
Why is Peret mating with a monkey?,neutral
this trailer still give me goosebumps 2024,positive
This movie will be boring until the last 40 minutes when all 6 die.,negative
Scooby do this crap hahaha,neutral
I am thinking about going to see the extended version in a theatre today for $3,neutral
Cant believe this movie came out a year ago,neutral
This spiderman movie is fake and full of crap,negative
Happy 3th years Trailer!,positive
Remember when we still gave a shit about Marvel,negative
"I just watched it and without spoilers let me tell you all that this is a piece of garbage that doesn&#39;t deserve anyone&#39;s money to be seen, to resume the movie, cringe, fanservice, cringe, cringe, sadness, big 4ss fanservice, cringe and a lot of stupidity by Peter Parker( Holland )",negative
The best movie I have seen in my entire life,positive
Too much fake in the movie,negative
The worst version of spider-man ever. These children around look really ridiculous!. The author looks lost himself mixing all of these vilains. Absolut rubish!!!,negative
"I remember the day I went to see it first, never in such a long time I had seen so much hype for a film.",positive
I managed to get a tenth of the way through this film. What a load of boring crap!,negative
at first I thought this was an actual joke,negative
Tomorrow this trailer becomes a year old,neutral
This shit <b>slapped</b>,negative
Can&#39;t fucking wait anymore,positive
This movie was horrible. I do not understand the hype I‚Äôve seen all the spider man‚Äôs and it seems like they threw this together for the money. No real reason to make this cool idea horrible execution. I did not like the movie at all. Didn‚Äôt enjoy any of it and do not understand the hype at all.,negative
Holy crap that was amazing,positive
This movie is something else! Insane.,positive
Deadpool &amp; Wolverine releasing tomorrow,neutral
Still one of the best nights I had in cinema,positive
Why is the quality so bad,negative
Canon event,neutral
One year ago.,neutral
this spiderman version is the dumbest,negative
Tobey Tobey Tobey ????É?????ùinfact every one in theaters are shouting in his entry É?≠,positive
What about the other avengers?,neutral
Whos here on 1st January 2024?,neutral
One year of this masterpiece ???ù???ù???ù,positive
"After 3 years, the trailer still creates the same feeling in me",neutral
How of you regret missing this gem in Theatres like me?<br>Like????,positive
you just had to be there..,positive
I have no idea why but after 2 years i am back here ????,neutral
"Andrew deserves justice , he need Amazing spider 3 ASAP",positive
If everyone is gonna suppose to dead while returning to there universe timeline...what is  the point to fix them??????????,neutral
"Its already been a year, damn.",neutral
Still wondering how awkward it will be when Toby‚Äôs Spider-Man goes back to his universe and explains to Norman Osborn that he stabbed his son now that green goblin lives,negative
Happy 1 year later thanks you for everything again and happy anniversary,positive
Tobey Maguire spiderman should have walked into the MCU with a slice of pizza saying its pizza time or when all 3 spidermen were in the school lab and Tobey should have said pizza time to the other 2 spidermen this would have been epic Or if MJ was stood at the portal that Ned opened and she said go get them TIGER !!! Any of these ideas would have been epic,neutral
"Did anyone else forget Tobey and Andrew were NOT in the trailer while watching this, and then thought where are they?????????",neutral
Spiderman no way home 2021,neutral
Next movie of Spiderman<br>&#39;Spider man don&#39;t have  bathroom&#39; ????,negative
"mid movie, trailer was good though",positive
Idk what is happening to avengers. First Tony stark (the closest man to Peter Parker)died and now????Peter Parker is forgotten from the world. I think this is the last movie of spider man[Peter parker],negative
It&#39;s been 1ã?èÉüú year since the movie released. G.O.A.T movie of Spiderman????ã?è???ùÉù?ã?è,neutral
Coming here almost eight months after the trailer dropped. Still get chills watching it. I wish we could relive the hype.,positive
I miss the hype for this movie so much ????,positive
Settling down for the night ???? ???? ???? É??,neutral
"At the beginning green goblin doesnt have a mask, could this be harry???",neutral
"no way, it&#39;s home",neutral
Exactly Two years since this trailer released,neutral
WhoÉ??s here after Deadpool and Wolverine,neutral
No Tobey no andrew thos sucks,negative
Just came back to experience the hype ????Éù? again,positive
it&#39;s being 2 years and i still enjoyed it????Éù?,positive
Spider-Man tries to be friendly to a larger neighborhood.,neutral
Doctor strange,neutral
Did they just show the whole movie with this trailer? WTF,negative
Tom Holland is the best Spider-man,positive
"It felt amazing at first, but now I&#39;m starting to notice the immense amount of potholes. This movie really was just a cash grab.",negative
Doctor strange: there coming thru and i cant stop them,neutral
What&#39;s a crap,negative
What a crap movie. Don‚Äôt waste your time. It‚Äôs long and lowest story ever,negative
Take me back to this hype ??ùß??ùß,neutral
He said he got bit by a spider then how come he makes his own web fluid this is so confusing me.,positive
I would do anything to watch this again for the first time,positive
This movie is so Amazing and insane i have watched it 9 times,positive
"Proof that Sony has learned NOTHING from other Spider-Man live-action sequels. Not only are there even more bad guys crammed into the movie, there are multiple Spider-Man‚Äôs too. It will be hard to make the movie focused!",negative
Every scene in this trailer looks so fake.  It&#39;s practically a cartoon.,negative
I‚Äôm literally gonna waste all my money just for this.,negative
i refuse to believe this was three years ago time is going too fast ????,neutral
It was a stupid movie,negative
Damn black banter trailer at 46 million in less than 24 hours. I thought this would be the highest view trailer in record time.,positive
I really hope they make another oneÉù?ã?è,positive
"Soon they are just going to upload half of the movie instead of trailer, and then you have to pay 15$ to watch that another half. üòò",negative
this movie was a banger,positive
I REALLY WANTED TO LIKE THIS. but  i couldn&#39;t. i thought it was stupid. I&#39;m sick of Spiderman being a child,negative
Who is here after venom 3???ù,neutral
Here after the movie completed its 2 years anniversary. Time flies...,neutral
This movie sucks. Waste of time,negative
The real crossover wasnÉ??t in the movie. Wong vs The Beyonder from the 90s animated Spider-Man. On Fox Kids and Jet-X for the young fuckers.,negative
this movie is crap,negative
Anyone back here after Multiverse of Madness?,neutral
What a mess.,negative
Still remember I was going to school when this trailer dropped and I watched it in the bus. Damn time flies really fast,positive
i wonder if tobey and andrew are gonna be in this movie,neutral
"come to think of it , mcu peter tried to interfere with a canonical event first before miles",positive
2 years ago everyone waited to see 3 Spiderman in 1 flim ????????????,positive
"Okay..I loved the movie, watched it when it came out and watching it now. WouldÉ??ve loved a tv seriesÉ??just saying",positive
not watching that shit,negative
This movie. Amazing. An experience. JustÉ?? just utterly ??ù˝ EVERYTHING,positive
The hype for this movie was genuinely so crazy,positive
Wait it&#39;s 2023 already?,neutral
This was the worst Spider-Man movie ever made.,negative
Can&#39;t believe I cried so much when Peter was on the rooftop and when&#39;s saying his goodbyes. I really felt his pain.,positive
Bad movies.Back and back..Back and back..Not interested at all,negative
3 minutes is way too long for a preview.,negative
Here I am at 2 year at that trailer,neutral
i already watched the movie and i hate the ending of this movieüôÉüôè,negative
Already over 2 years agoÉ?? damn,neutral
Is Toby McGuire in this shit or not,negative
yesterday watched this movie.. very disappointed with story line up and acting. means i thought lets watch all spider man together pure nostalgia but... the movie line was shit üí©üí©üí© totally frustrating üò§.,negative
baby spidy not perfect character,negative
"I hated this movie in very possible way.. terrible writing, terrible acting, terrible concept of spider verse.",negative
seriously? people still look this shit?,negative
"It&#39;s like doctor strange did that intentionally, üëÄ",neutral
ItÉ??s crazy how i completely missed hearing about this movie.  I wonder why they didnÉ??t do a better job at marketing it and hyping it up,positive
Why tobey and andrew are not here?,neutral
Bad movie in my opinion,negative
1 Year 51 Minutes,neutral
This Spider-Man lacks common sense,negative
Who that dude in the black suit?,neutral
Tobey and Andrew was not in no way home trailer,neutral
"I remember the hype for this SOOO much, I remember watching this trailer over and over",positive
"I hate the new spiderman films, they should have stopped after The Amazing Spiderman films<br><br>A) Andrew Garfield tried and it went okay at best<br>B) The originals will always be the best<br>C) Tom Holland is nothing in comparison<br>D) Mary Jane has always and will always be a white ginger girl, this ain&#39;t debatable<br><br>I could go on, but i think that clears up how much i fucking despise the new films, the only reason id even consider watching this is just to see how damn inferior Holland is to the others",negative
Take me back ???õ???õ,neutral
imagine watching this movie without all these fucking leaks..,negative
the story is so boring and non logical. Dr. Strange can&#39;t make a stupid risky magic like that. This movie is suitable for kids.,negative
The last great mcu movie.,positive
Can somebody explain me if all the people who knew Peter Parker is spider man got alive in other multiverse and they saved those persons why Gwen didnÉ??t spawn there she also knew that peter is spider man,neutral
"I absolutely don&#39;t like the mcu. It&#39;s boring af and just too much. They really over did it. Usually I would never even think about going in this movie becouse I don&#39;t want to support cash grap, but then I heard THAT rumor. I only went in the theater for that rumor and hell I wasn&#39;t disappointed. I mean the movie was still dull and meaningless but this one moment was every cent worth it",negative
Spoilers- <br>At first I liked this movie so much but the more I think about it the more I&#39;m becoming disappointed.<br>Specially Peter (Tom) kept pissing me off.<br>I don&#39;t know why MC kept him making stupid and annoying mistakes. Ik he&#39;s Young and new but still.<br>One time they&#39;ll make him super intelligent and the next moment they&#39;ll make him super dumb.<br>Also it was quite confusing. Cause in end game Hulk said that changing the past won&#39;t change what happened. So how Peter changing the villains will change whatever happen to them? <br>And if it worked then in endgame killing baby Thanos should work as well????<br>Idk. I can be wrong.<br>But still it&#39;s a good movie. And movies don&#39;t go well with logic so sorry for my rant<br>Sorry for bad English.,negative
With great superpower great responsibility come<br><br>-Aunt may and uncle ben,positive
Over one year so fast. Spider man Should return.,positive
"Wow, a year ago this great trailer, without a doubt one of the best spiderman movies, thanks Marvel and Sony for so many emotions!",positive
"Looks terrible, don&#39;t think I&#39;ll bother.<br>Far From Home was bad enough.",negative
Still The Greatest Marvel Superhero Movie Of All Time,positive
"One of the worst movies ever,I am glad I refuse to see this garbage at the cinema",negative
"In that time, the movie was good, now is shit",negative
This movie was so good honestly because of the cameos and the old villains coming back,positive
horseshit,negative
Just saw it. Super mediocre,negative
After watch only 34 mins . I understood why no one I talked to ever want to be spider man cause he is pathetic woke and marvel has taken that pathetic zingoissm to next level . Worst spider man ever . It was just 34 mins of headache,negative
Who&#39;s Waiting for Sep 02 ! Indian Fans! Spider Man No Way home: Extended!,positive
I can not describe the hype I was feeling while watching this trailer in November 2021.,positive
Iam missing toby maguire!,neutral
Hope it doesn&#39;t end like the newest James Bond. Ending was awful.,negative
Spider-Man no way home full movie Bana,neutral
"not that the hype has died down looking back the movie is actually really bad, basically the non mcu Spiderman characters carried and tom holland spiderman was basically iron boy jr for like 85% of the movie. It wasn&#39;t until the last 15 minutes he was actually spider-man.",negative
"I wish we were getting Spider-Man 4 this year, but weÉ??re not gonna get any Spider-Man movies this year anyway which sucks????????????????",neutral
This movie is already nostalgia after a year ago,positive
Why do these people have to turn adds on on a movie trailer? Seriously why?,negative
"I&#39;m gonna make everyone jealous with just this one sentence: I have actually for some reason missed this movie totally and haven&#39;t still seen it, i will be watching it for the FIRST time now, in 2023! :D",positive
S&#39;il vous pla??t faites The Amazing Spider-Man 3 ??ùß???è,positive
"This gave me happy tears <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=155"">02:35</a>",positive
THIS MOVIE IS TWO YEARS OLD,neutral
Am i the only one think this is lame,negative
Boring,negative
What the heck the thumbnail for this was a Spider-Man with the venom symbiotie?????,neutral
"from <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=6"">0:06</a> it looks like peter is from GTA",neutral
Girlfriend chor Amazing Spiderman,positive
this is not Peter so boring i want Peter plz,negative
"Look at how emotionally invested these mindless idiots and lazy thinking youngsters are in characters in a MOVIE and no longer wonder about &quot;student activists&quot; (courtesy of &quot;teachers&quot; in Marxist teachers unions) buying into this race and equity and diversity bullshit and proceeding to riot, loot and burn their way across a country.",negative
Will never get over hearing Goblins voice and just chills!!!!,positive
Happy 1 year anniversary to this beautiful trailer! The hype for this Movie was real and it lived up to the hype 100% wish I could re live it all over again.,positive
"I thought there would be a post-credit scene for the latest Spider-Man movie, which seems like a wasted opportunity, they could have shown what happened to one of the Spider-Man variants or their villains from their perspective back to their timeline, or show a cameo of Nicholas Hammond as Spider-Man missing the fight like Tom Hardy as Venom missed it",neutral
"so immature, hate the story",negative
TWO YEARS AGO IS INSANE,neutral
This movie was an era of marvel that was a once in a life time experience.,positive
"I remember watching this movie with my girlfriend and now she&#39;s already with someone else. I really miss her and the tickets of this movie, I still have it and kept it.",positive
Looks like the worst spiderman film ever. Anyone want to front on me know that I&#39;ve been a fan of marvel for 50 years so im saying this film is a total piss take. Everything but the kitchen sink thrown in and tongue in,negative
"No good screenplay, irrational story development. Just a one-star movie.",negative
YouTube recommended me this trailer today .<br>What a hopeful movie it was...!! Éù?,neutral
Bro I cannot wait for this to come out next month,positive
WhoÉ??s this new kid?,neutral
Hidden tobey andrew üòÇ,neutral
nice movie with handsomessss,positive
Can this movie come to Bangladesh,neutral
"I will never forget the hype for this movie. Trying to figure out if the other 2 Spider-Men are really in this movie, the urgency to get tickets before they run out, then finally watching this movie and seeing the other 2 Spider-Men show up and not just for the final battle. I can still hear the audience reaction in my head when Tobey and Andrew finally showed up. I wish I could go back to 16th December, 2021 opening night and rewatch this movie for the first time. Éù?",positive
"Even after 1 year, Green Goblin&#39;s voice is enough to give me chills",positive
"Bring iron man back this stupid spider can handle shit , let see what the old one can do",negative
"A year ago today this movie trailer came out, one of the best movies that I have ever seen.",positive
I miss the hype,positive
" the acting , special effects were great . With that being said I did not enjoy the movie. I thought the story line could have been a lot better . I don‚Äôt like the fact his aunt was murdered because of his choice . I don‚Äôt like the fact the writer set an example that is not realistic . The moral of the movie for me was if you are being robbed by a criminal give the criminal the keys to your car to drive away with  , open your door and let the criminal in your home and assist them with stealing your property. If your family gets hurt in the process it‚Äôs ok because you must be kind all the time even if you are being violently attacked are robbed. STUPID CONCEPT !",negative
"I went to a pre-release of the movie at 12 PM and I canÉ??t explain how close I was to losing my voice due to all the screaming. Jesus, the hype for this movie was so damn worth it.",positive
"I thought venom would be in this movie, and i thought goblin would actually turn into a goblin monster????",neutral
"It would be cool if a new Spiderman appears in Spider-Man, the Cosmic Spiderman that is already listed in Marvel fandom. This could be well combined with the multiverse of Doctor Strange as an example. In space lurk certainly still many dangers and probably new opponents of Spiderman.",positive
Holy crap,negative
fuckeddddd .... seriously watched this with no interest ... the most pathetic and funny spiderman movie since ... <br>just watched it 5 mins before and it screwed my mood ...,negative
You gotta be 9years old to like this shit,negative
This was without a doubt the best Spider-Man movie and best movie of phase 4.,positive
I&#39;m the only one who doesn&#39;t care nor has any desire to see this movie. it&#39;s ehh to me. not interesting.,negative
When will spidy go to his home<br>In his first movie he was home coming<br>In his second movie he was far from home <br>And now in his third movie he is no way home <br>In fourth movie I think he can&#39;t go to his home,neutral
"Best spiderman movie. This movie will age very well, too bad the future watchers of this wont understand the hype very well even if they knew it was a callback from all the previous spiderman movies because those old spiderman movies never became their childhood nostalgia movies.",positive
Fun fact É?? <br>You are not here first time.,neutral
This might be Marvels greatest film and ANY franchise film for that matter. The way all the spiderman movies was unintentionally tied into eachother via the multiverse resurrecting all the old villains and spidermen was insane . Hats off to the writers who conjured this up .,positive
"I come back after 2 years and it was so awesome i remember back in 2021 when the trailer just came out I was so hype, thank you so much",positive
What soundtrack is?,neutral
absolutely sick!!,negative
Wheres venom :(,neutral
The last part of movie was pretty disappointing :(.,negative
Does anyone else besides me find it a little weird how they recommended the Spider-Man PS4 and Miles Morales game at the end of the trailer ü§îü§îü§î (are they connected as well?),negative
"It wasn&#39;t Peter&#39;s fault his identity was revealed, it was that stupid guy named Beck. Hate that dude for Peter :(",negative
"Still canÉ??t stop watching this trailer since they brought back the original actors, especially Tobey Maguire. It was the best movie I ever saw.",positive
"Honestly, movie was pretty terrible. I&#39;ve watched the old spiderman movies and loved seeing them communicate but I do not think that nostalgia can fuel this whole movie. Movie was still good but spiderman 2 is ten times better.",negative
Never in my 28 years of existance have I seen a more boring movie. Never had i not finished a movie i started watching. Till now.,negative
2 years later... ????,neutral
Typical focused on special effect only movie. So predictable that it&#39;s a pain to watch,negative
"This trailer spoils so much of the movie its insane, I don&#39;t understand why they do that. I&#39;d rather have a short teaser hyping you up than this kind of trailer spoiling the whole movie",negative
Trailer 3 minutes!!! I always feel that bad movies known from long trailers,negative
"I just watched this for the first time 2 days ago... Honestly got fed up of the superhero stuff... But that&#39;s all tv has on it these days.. so got sucked in..<br><br>It was excellent.. thought I&#39;d come read comments and realized that some (many) don&#39;t feel the same... <br><br>So decided to comment.. to put things in perspective.<br><br>See i saw the first spidermen in cinema... There was hype... All we had before this eas batman and superman movies... Xmen also just took off... These were cartoons that we grew up with that shaped us in more ways than we knew.. so it was important to us to see these characters come to life on the big screen...<br><br><br>Tobey was our first spiderman... We didn&#39;t have internet like we do now with data and cellphones.. so for us.. he just vanished... And was replaced by Andrew... And then 2 movies later... Another spiderman... <br><br>Each director told us a story... In their own way... And because they each remembered things differently... There were differences... <br><br>And we were asked to forget the previous movies... Because it was like a slate being wiped clean and irrelevant to the current happenings... <br><br>This was a breaking of the fourth wall for us...  By having them break the third...<br><br>The only other time this happened?? X-Men first class (mystique). <br><br>... So yes... There was a great deal of hype... Because then unlike now.. we didn&#39;t expect that it would have been the last time for us to see either of them as spiderman again... <br><br><br>Stated another way... Imagine 70 years from now... A reboot of James Cameron&#39;s titanic.... But the old lady telling the story is kate Winslet <br><br>Or 19 years from now... An ironman reboot... With Robert Downey Jr. <br><br>Or perhaps my best example yet.... A strange world where heath ledger and Joachin Phoenix square off against keaton and  kilmer.<br><br>Or all the bond actors together in one film...<br><br>See.... It&#39;s impossible... .... ... With this film Hollywood did the impossible<br><br><br>Oh! And fyi... It&#39;s the X-Men and spiderman that made enough money and got the MCU happening... Because it was profitable and people wanted more... <br><br>Compared to hulk, green lantern, and a lot of other shitty superhero movies along the way<br><br>(Yes lantern is DC.. but my point is the real world isn&#39;t isolated like that... They&#39;re all one big genre)<br><br>.... Goblin... Oc... Those characters died on us... And we felt it... So to see them.. in the ORIGINAL format....  We fans were done justice...a proper homage. They brought 3 generations of spiderman fans together in a way I don&#39;t see happening anytime soon until X-Men finds it&#39;s way",positive
iÉ??ll never forget seeing this in theatres ugh,neutral
I can&#39;t it&#39;ll be almost 2 years ???Æ,neutral
"Am i too old now? I feel like this gonna be the worst Spidr-man ever, This is shit, Spider-man (2002-2007) are the best",negative
SCOOBY DOO THIS CRAP <br><br>Had me laughing üòÇ,neutral
Did anybody notice the glitch on the part that after may died and both Peter&#39;s going to his school roof top to support him the moment after they jumped and landed you can see the fake placement,neutral
I was sobbing when Mj fell I kept looking her up to see if she was booked after this cause I HAD NO CLUE GWEN WAS GONNA ???õ,neutral
this is literally the gayest trailer ive seen what a stupid storyline.. they basically combined all the enemies in previous spider man movies.. what a stupid idea completely brainless,negative
Wow. I seen the movie before any of the trailers. They ruin the whole story wtf. Thats why i stoped watching them,negative
Please...we don&#39;t want any other Trailer !!,negative
Let&#39;s talk of the power of Brand Loyalty to Marvels... Coz truly Speaking this movie is boring like the worst.of most Marvels ... Overrated... üò™üò™üò™üò™,negative
Looks like the worst spiderman film ever. Anyone want to front on me know that I&#39;ve been a fan of marvel for 50 years so im saying this film is a total piss take. Everything but the kitchen sink thrown in and tongue in cheek. Too lighthearted to feel any actual menace.,negative
DonÉ??t Mind CanÉ??t Find Home Coming On Netflix Can Still Watch This Right?,neutral
How has it been 2 years already?!!! ????,neutral
Tom Holland spiderman was the most stupid and brainless spiderman,negative
I miss the era ??ùß,neutral
2 years....,neutral
There is tobey and andrew in this movie,neutral
"He is a little twit that Peter in this one, had he listened to Dr Cucumber , none of this grief would have happened and New York wouldnÉ??t have to be destroyed so many times again! IÉ??d hate to live in NY and pay for buildings insurance!",negative
"Oscars Piece of shit , lat√≠n American people don&#39;t like boring movies , i don&#39;t waste my time watching boring movies that Oscars like",negative
This Movie Was Too BAD! looks like a children&#39;s&#39; movie,negative
3 Years,neutral
"Marvel logic is weird.   Fact,  if you love someone, but forget them, you will still feel love.  Emotions are a totally separate thing, and they don&#39;t forget.   A prior film made a comment that changing the past doesn&#39;t change the future.  They are so wrong with  all of  it.  The movies are fun, but stupid",negative
"CanÉ??t wait for, <br>Spiderman: Forgotten Home!",neutral
Why are they showing us a video of some random teenager. Who‚Äôs peter?,negative
My theory is andrew will meet tom and tobey after gwen death. Andrew was missing for a while after gwen death. He will meet tom and tobey to redeem himself and get his fighting spirits back and return to his multiverse during the rhino attack.,neutral
Looks shit ‚Ä¶ usual been done before script. Let me guess ‚Ä¶ he saves the world. They always do.,negative
Im so glad i dont watch trailers anymore.... i get to be surprised ???? i watch this after I watched the movie. And Its was much better not knowing.. ????????,positive
Can&#39;t wait to watch this amazing movie again again and again ???ç????????????,positive
Crazy this trailer really spoiled almost everything,negative
"This was two years ago...<br><br><br><br>Time flies fast, don&#39;t it.",neutral
What a shit show,negative
Back here after see into spiderverse trailer bcs miguel o&#39;hara ???ú,neutral
venom wasn&#39;t appear in this movie. If it does the movie would be complete,neutral
"lol in the movie we know there&#39;s three peters but without that knowledge I&#39;d be pretty damn confused what the lizard was doing at <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=140"">2:20</a> lmao",neutral
This was the most depressing spiderman movie ever.  I wish it had never been made.,negative
I would watch this trailer every day when it first came out,positive
Already a year since the greatest Spider-Man crossover,positive
ItÉ??s been a year daddyÉ??,neutral
I watch the new spider man no way home ???˙????Éù?,neutral
Happy 1 year of the second trailer of this unique movie!É?ùã?è,positive
"Don&#39;t watch this movie, before watching spiderman 1,2,3 and amazing spiderman 1 and 2.",neutral
wow benedict cumberbatch&#39;s american accent is horrible,negative
I heard so many positive reviews about this movie. This shit was boring as hell!!,negative
"???? Marvel Studios ? But surely No Hollywoodcamera !!! Nasty unsharp Backgrounds , ???????ù, IS IT forcing eyesickness ??? This ain&#39;t No Quality ! I do ASK a question: the movies camerauser ,If He IS with His car ON His Gasstation , will He agree that only His half carwindow gets cleaned or will He Desire that the carwindows have to get completely cleaned because He wants to have a clear sight ? But for the moviewatshers He switsh the cameraeffect unsharp active ? Sabotage? Nasty service Bad Quality ! Movie destroyed !",negative
The fact that this is turning 3 years old this year is honestly crazy,neutral
i just watch ts sometimes to feel something,neutral
where is the extended cut,neutral
"Wait did guys not notice something, in the scene where Tom/Peter charges at electro, lizard, and sandman, electro and sandman seem to not go after Pete but at something or someone else, 2 other people that are helping Tom/Peter fight them, Tobey and Andrew.",neutral
2 years after this trailer... Feels like yesterday,neutral
"Fun and adventure, a wonderful movie that deserves to be the first",positive
Cant believe this happened a year ago yesterday,neutral
"This trailer came out a year ago, you know that?<br><br><br><br>Let that sink in for a moment. This absolute <i>masterpiece</i> of a trailer for this absolute <i>masterpiece</i> of a movie came out <i>exactly</i> one year ago, <i>today!!!</i> And I <i>still</i> get chills whenever I watch it. This movie was a once in a lifetime experience that I don&#39;t think will be recreated by Marvel or any other film studio for that matter, no matter how hard they might try to do so. There will never be another cinematic experience quite like Spider-Man: No Way Home. Even after all this time, it still feels like a dream to see all <i>three</i> Spider-Men in the same movie together and all get their time to shine. Everything for this movie was just pure <i>perfection!</i> I think Homelander said it best:&quot;It was perfect. <i>Perfect.</i> Everything. Down to the last minute details&quot;.",positive
Almost been 3 years,neutral
"I hate this movie, this movie is so bad that theyÉ??ve ruined MCU",negative
"&quot;And don&#39;t even get me started on Doctor Strange and that little nerd from Earth 199999&quot; (Miguel O Hara, Across the Spiderverse)",negative
kind ironic how Dr Strange says É??they all die fighting spidermanÉ?ù when peter has a no kill rule.,neutral
its been a year y&#39;allllllllllllllllllllllllllllllllllll exactly on dec 17 next year,neutral
i want to go back in time to watch this movie for the first time again and know all the characters there (i wasnt a marvel fan before nwh),positive
This trailer released 2 years ago today. Man the hype feom the trailer was awesome.,positive
"i re watched today and Strange said &quot;scooby doo this shit&quot; it felt so weird i had to check it, i knew he said crap somewhere.",negative
one of my best movies ???è,positive
Ah yes.. youth.. never satisfied,negative
Would love to see Tom and elisabeth s characters together,positive
"This was one of the greatest movies that I have been hyping for a long time, and now when I come to see the trailer again it is so beautiful.<br>One of the greatest Marvel movies after Stan Lee died, that legend gave us this amazing character for an amazing movie<br>R.I.P Stan Lee you would never be forgotten by this generation",positive
Bro!!!!! There&#39;s not one or two Spiderman&#39;s!! Bro there&#39;s 3 Spiderman&#39;s!!! OMG!!! THIS IS THE BEST MOVIE I HAVE SEEN IN A LONG TIME!!! AND I WAS BORN IN 95..... I GOT SO CONFUSED WITH THE SPIDER MAN SERIES WHEN I STARTED SEEING ALL THESE NEW CHARACTERS BUT LET ME TELLL YOU THIS MOVIE PUT THE CHERRY ON TOP OF ALL THAT&#39;!!! This is a must watched movie if u are a spiderman fan!!! This movie literally proves that there some many possibilities in life,positive
"man that was such a beautiful, emotional, heartwarming movie. i just finished watching it &amp; its one of the most perfect movies ive seen that i s just 10/10. the writers &amp; director did an amazing job. all 3 spider man actors gave a great emotional performance ???? bravo ???è???è???è???è???è???è???è",positive
1 year has passed since the trailer was released and I went offline still this movie is in My head???ç??èØ???ù,positive
WhoÉ??s here July 2024,neutral
Worst Marvel movie thus far,negative
"not even that the hype has died down looking back the movie is actually really bad, basically the non mcu Spiderman characters carried and tom holland spiderman was basically iron boy jr for like 85% of the movie. It wasn&#39;t until the last 15 minutes he was actually spider-man.",negative
miss the moment,neutral
is trash already watch it no good borring nonsense movie,negative
Disappointed by story multiverse ke karan dekhi thi bs,negative
No way it&#39;s been 3 years already,neutral
Ah man! I got some serious nostalgia while watching this trailer again????,positive
Who&#39;s here after shang chi director going to direct spider man 4,positive
Bullshit ....Doctor strange have no concern with spider man Garbage Ideas ....Again &amp; Again ....Last Stage of Hollywood ....,negative
Stupid boy ruined all,negative
Bro best movie ever for real! Watching this trailer again just gives me chills I will never have a night as good as the opening night of no way home,positive
I still remember watching this movie in theatres on the opening day. Man such a nostalgic moments in this movie.Éù?ã?è,positive
Only we guys know how much  hype this movie created,positive
"I was wondering, If Gwen Stacy died near the end of The Amazing Spiderman 2. How did Peter know that she died? Because didn&#39;t they teleport when Electro was fighting spiderman??",neutral
This is an unforgettable experience,positive
cannot believe it&#39;s already been a year,neutral
"such an annoying movie, superhero? more like super idiot.... shoulda listened to strange",negative
Y is this not on Netflix yet???!!,neutral
"With the Home Trilogy, Into the Spider Verse, and the PlayStation games from Insomniachaving kicked so much @$$, there has never been a better time to be a Spidey-Fan!????????",positive
But where is Venom?,neutral
"Damn the hype for this movie was insane. Despite being a big marvel fan I never saw infinity war or endgame at the cinema and only watched the first trailer in order to avoid spoilers as I wanted to watch in my own time but when the hype began to build for nwh I got really invested and went with my dad to see it. The first half disappointed me as it wasn&#39;t what I hoped and I found the humour very intrusive in what is quite a dark film but from the electro and sand man fight onwards I became really invested and loved it. Not in my top ten MCU films but definitely the best MCU spider man film, probably 5th best spider man film overall and easily top 15 MCU films. Great film and great experience",positive
They copied this multiverse idea from into the spider verse,negative
"All talk no show, i hate toms spiderman",negative
Beat Spider-Man movie hands down ??????è®????,positive
"The worst version of spiderman, the only true spiderman is being played by Toby.",negative
"I Still remember the day  1 year ago waiting for this trailer badly,everyone was spaming on this channel that we want no way home trailer and when the trailer came It crossed 600k views in 2 minutes and I took the screenshot of it.<br>The hype for this movie was something a lifetime experience????",neutral
"after seeing the trailer for across the spider-verse, it seems Miles is going through a similar situation that revolves around changing fate",positive
sorry sir i have permission to ask for the video üôè,neutral
YouÉ??re telling me that this one trailer got 80 MILLION views!! Dam spider man must be marvels fav,positive
It all went downhill from here,positive
1 year but why this part is not on netflix?,neutral
BRO... its been one year exactly- I miss this hype so much the nostalgia???????? never thought in a million years I would miss this phase nor would i feel this way towards a movie. I miss this so much!!<br><br>ItÉ??s been two years..,positive
Andrew Garfield entry and future generations kids be like: why this people yelling at him,neutral
When a trailer gives away most of thr movie,negative
Anyone after knowing RDJ as Dr. DOOM ?!?,neutral
I only watched half and then goodbye..,negative
sony really makes the worst trailers,negative
"@ <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=72"">1:12</a> it makes me laugh so much how bad the cuts are ????????????every time",negative
this part of spider nam is the worst.,negative
If only marvel included HenryÉ??s character god that wouldÉ??ve been crazy he wouldÉ??ve been able to stop Osborn from stabbing Spider-Man,negative
Across the spider verse is out and this movie is still so amazing???ù,positive
